DD,MM,YYYY,Type,DocRef,CustomerID,ProductID,Quantity,Amount,Cost
20,4,2011,Credit,129615,IJ01,40276,75,5071.5,3434
20,4,2011,Credit,129616,IG01,43958,1,78.65,65
20,4,2011,Credit,129616,IG01,40246,4,300.37,245
20,4,2011,Credit,129616,IG01,45569,42,323.4,229
20,4,2011,Credit,129616,IG01,10394,30,369.95,315
20,4,2011,Credit,129616,IG01,45641,50,495,314
20,4,2011,Credit,129616,IG01,40176,15,793.8,551
20,4,2011,Credit,129616,IG01,45643,160,1360,901
20,4,2011,Credit,129617,IT24,45128,60,156.64,129
20,4,2011,Credit,129617,IT24,45150,60,158.4,129
20,4,2011,Credit,129617,IT24,45129,60,162.8,132
20,4,2011,Credit,129617,IT24,40931,5,250,181
20,4,2011,Credit,129617,IT24,45539,4,294.36,219
20,4,2011,Credit,129617,IT24,45538,4,323.4,241
20,4,2011,Credit,129617,IT24,45683,6,355.52,252
21,4,2011,Credit,129618,SM01,40914,2,118,62
21,4,2011,Credit,129618,SM01,40931,4,260,145
21,4,2011,Credit,129619,IL09,10631,3200,256,175
21,4,2011,Credit,129619,IL09,41532,3,330,195
21,4,2011,Credit,129619,IL09,30270,3,360,277
21,4,2011,Credit,129619,IL09,30053,12,468.72,331
21,4,2011,Credit,129619,IL09,45642,300,2550,1626
21,4,2011,Credit,129620,IT08,45534,18,944.16,645
21,4,2011,Credit,129620,IT08,10008,48,1344,1079
21,4,2011,Credit,129620,IT08,10011,48,1344,1070
21,4,2011,Credit,129620,IT08,45642,250,2125,1354
21,4,2011,Credit,129621,IT09,10623,5,202.5,140
21,4,2011,Credit,129621,IT09,41050,5,202.5,140
21,4,2011,Credit,129621,IT09,10557,10,405,280
21,4,2011,Credit,129621,IT09,45136,15,607.5,420
21,4,2011,Credit,129621,IT09,45137,15,607.5,420
20,4,2011,Credit,129622,IJ01,30055,6,869.7,724
20,4,2011,Credit,129622,IJ01,41015,96,1654.58,1277
20,4,2011,Credit,129622,IJ01,30056,8,1665.63,1309
20,4,2011,Credit,129622,IJ01,30053,48,1681.23,1313
20,4,2011,Credit,129622,IJ01,40727,240,3153.15,2526
20,4,2011,Credit,129622,IJ01,40176,60,3175.2,2205
20,4,2011,Credit,129622,IJ01,30054,28,3237,2550
20,4,2011,Credit,129622,IJ01,40069,36,4233.6,2938
20,4,2011,Credit,129622,IJ01,40737,360,8210.15,6428
23,4,2011,Credit,129623,IJ01,10604,12,898.56,572
23,4,2011,Credit,129623,IJ01,40308,7,1261.52,850
23,4,2011,Credit,129623,IJ01,10277,10,1630.08,1039
23,4,2011,Credit,129623,IJ01,10584,40,2009.28,1258
23,4,2011,Credit,129623,IJ01,10515,30,6154.56,4006
23,4,2011,Credit,129623,IJ01,10606,50,6234.8,4468
23,4,2011,Credit,129623,IJ01,10542,38,11621.76,7336
25,4,2011,Credit,129624,IT22,42530,14,2520.33,2520.33
25,4,2011,Credit,129624,IT22,42649,16,2528.86,2477
25,4,2011,Credit,129624,IT22,42527,64,5577.13,5464
25,4,2011,Credit,129624,IT22,42530,30,5639.44,5459
25,4,2011,Credit,129624,IT22,42832,450,6203.13,6082
25,4,2011,Credit,129624,IT22,42521,1000,7200.18,7059
25,4,2011,Credit,129624,IT22,42648,146,7839.69,7686
25,4,2011,Credit,129624,IT22,42522,504,9006.37,8830
25,4,2011,Credit,129624,IT22,42790,1000,10365.26,10162
25,4,2011,Credit,129624,IT22,42525,300,10775.47,10775.47
25,4,2011,Credit,129624,IT22,42523,500,11610.81,11383
25,4,2011,Credit,129624,IT22,42529,100,13639.64,13374
25,4,2011,Credit,129624,IT22,42525,448,16748.13,16204
25,4,2011,Credit,129624,IT22,42526,300,21082.23,20669
26,4,2011,Credit,129625,MC10,44240,5,275,140
26,4,2011,Credit,129625,MC10,44239,10,430,251
26,4,2011,Credit,129625,MC10,44238,15,585,335
26,4,2011,Credit,129625,MC10,44241,10,630,335
25,4,2011,Credit,129626,IA09,44523,25,62.5,41
25,4,2011,Credit,129626,IA09,44885,25,62.5,47
25,4,2011,Credit,129626,IA09,40793,10,355,221
25,4,2011,Credit,129627,IZ01,40412,18,486,354
25,4,2011,Credit,129627,IZ01,41205,4,1120,473
25,4,2011,Credit,129627,IZ01,41207,4,1120,457
25,4,2011,Credit,129628,IY03,45472,2,112,70
25,4,2011,Credit,129628,IY03,45125,80,137.72,116
25,4,2011,Credit,129628,IY03,45470,6,141,87
25,4,2011,Credit,129628,IY03,45132,60,163.68,133
25,4,2011,Credit,129628,IY03,45153,60,206.36,151
25,4,2011,Credit,129628,IY03,10228,2,240.24,144
25,4,2011,Credit,129628,IY03,41204,1,280,111
25,4,2011,Credit,129628,IY03,10074,5000,450,357
25,4,2011,Credit,129628,IY03,40412,18,486,354
25,4,2011,Credit,129628,IY03,43513,10,3250,2326
25,4,2011,Credit,129628,IY03,10126,1000,4100,3240
25,4,2011,Credit,129629,IJ01,40302,16,1169.79,771
25,4,2011,Credit,129629,IJ01,45632,20,1612,925
25,4,2011,Credit,129629,IJ01,41531,20,1960,1305
25,4,2011,Credit,129629,IJ01,41534,20,1960,1305
25,4,2011,Credit,129630,IT09,30362,5,124,104
25,4,2011,Credit,129630,IT09,45128,60,165.6,129
25,4,2011,Credit,129630,IT09,45150,60,165.6,129
25,4,2011,Credit,129630,IT09,45132,60,170.66,132
25,4,2011,Credit,129630,IT09,45129,60,172.04,133
25,4,2011,Credit,129630,IT09,43624,250,250,142
25,4,2011,Credit,129630,IT09,45504,360,360,247
25,4,2011,Credit,129630,IT09,45472,8,448,278
25,4,2011,Credit,129630,IT09,30304,3,504,385
25,4,2011,Credit,129630,IT09,44040,3,504,380
26,4,2011,Credit,129631,IK06,45095,40,4205.25,3123
26,4,2011,Credit,129631,IK06,45095,80,8452.5,6277
26,4,2011,Credit,129632,IA14,10289,60,2987.6,2166
26,4,2011,Credit,129633,IT24,40176,30,1749.6,1103
26,4,2011,Credit,129633,IT24,40069,20,2592,1632
26,4,2011,Credit,129633,IT24,10585,40,3179.36,2110
26,4,2011,Credit,129634,IT12,30299,1,184,136
26,4,2011,Credit,129634,IT12,30304,1,184,128
26,4,2011,Credit,129634,IT12,44039,1,184,134
26,4,2011,Credit,129634,IT12,41205,1,280,118
26,4,2011,Credit,129634,IT12,41207,1,280,114
26,4,2011,Credit,129634,IT12,45540,4,305.9,210
26,4,2011,Credit,129634,IT12,45534,6,334.08,228
26,4,2011,Credit,129634,IT12,45719,8,751.96,531
26,4,2011,Credit,129634,IT12,45538,12,1010.16,719
26,4,2011,Credit,129634,IT12,45768,26,4680,2813
28,4,2011,Credit,129635,MC09,45578,30,120,72
28,4,2011,Credit,129635,MC09,10005,5,140,109
28,4,2011,Credit,129635,MC09,10010,5,140,108
28,4,2011,Credit,129635,MC09,43773,5,140,108
28,4,2011,Credit,129635,MC09,44953,70,182,107
28,4,2011,Credit,129635,MC09,41291,50,200,119
28,4,2011,Credit,129635,MC09,45530,50,200,119
28,4,2011,Credit,129635,MC09,44884,100,260,178
28,4,2011,Credit,129635,MC09,10585,4,327.6,214
28,4,2011,Credit,129635,MC09,43698,150,450,339
28,4,2011,Credit,129635,MC09,45745,50,525,359
28,4,2011,Credit,129635,MC09,44714,30,1050,736
28,4,2011,Credit,129635,MC09,44178,203,1116.5,760
28,4,2011,Credit,129635,MC09,44486,209,1274.9,893
28,4,2011,Credit,129635,MC09,45746,209,1358.5,926
28,4,2011,Credit,129635,MC09,45744,207,1593.9,1096
28,4,2011,Credit,129635,MC09,45747,180,1980,1415
28,4,2011,Credit,129635,MC09,45748,209,2528.9,1787
28,4,2011,Credit,129635,MC09,45749,190,5947,4122
27,4,2011,Credit,129636,IT04,44994,10,273,169
27,4,2011,Credit,129636,IT04,45069,10,273,169
27,4,2011,Credit,129636,IT04,10008,48,1344,1078
27,4,2011,Credit,129637,IT23,45022,400,12639.36,9314
27,4,2011,Credit,129637,IT23,45761,500,17267.52,12698
29,4,2011,Credit,129638,MK02,40255,20,658.6,497
29,4,2011,Credit,129638,MK02,41357,50,1785.5,1367
29,4,2011,Credit,129638,MK02,10195,50,2016,1541
29,4,2011,Credit,129638,MK02,40073,50,2318.5,1777
29,4,2011,Credit,129638,MK02,30109,50,2817.5,2156
29,4,2011,Credit,129639,MH10,45735,195,676.38,392
29,4,2011,Credit,129639,MH10,10560,30,700.49,447
29,4,2011,Credit,129639,MH10,40091,30,716.99,459
29,4,2011,Credit,129639,MH10,45734,209,742.62,434
29,4,2011,Credit,129639,MH10,45737,192,771.55,459
29,4,2011,Credit,129639,MH10,45733,210,772.82,454
29,4,2011,Credit,129639,MH10,10516,30,817.24,526
29,4,2011,Credit,129639,MH10,40930,30,916.22,589
29,4,2011,Credit,129639,MH10,40924,30,939.06,604
29,4,2011,Credit,129639,MH10,41018,30,1054.54,677
29,4,2011,Credit,129639,MH10,40926,30,1060.88,682
29,4,2011,Credit,129639,MH10,41055,30,1189.05,764
29,4,2011,Credit,129639,MH10,45736,304,1234.48,731
29,4,2011,Credit,129639,MH10,41060,30,1238.54,798
29,4,2011,Credit,129639,MH10,41009,32,1346.83,799
29,4,2011,Credit,129639,MH10,45681,12,1473.18,901
30,4,2011,Credit,129640,IY03,41943,240,240,140
30,4,2011,Credit,129640,IY03,41967,1,344.4,275
30,4,2011,Credit,129640,IY03,30347,4,405.36,281
30,4,2011,Credit,129640,IY03,10058,400,1920,1324
30,4,2011,Credit,129640,IY03,10126,2000,8200,6480
30,4,2011,Credit,129643,IJ01,45530,30,108,72
30,4,2011,Credit,129643,IJ01,30386,55,110,69
30,4,2011,Credit,129643,IJ01,40558,100,140,62
30,4,2011,Credit,129643,IJ01,41291,40,144,96
30,4,2011,Credit,129643,IJ01,40828,5,225,166
30,4,2011,Credit,129643,IJ01,10549,1,228,144
30,4,2011,Credit,129643,IJ01,45554,1,235.41,177
30,4,2011,Credit,129643,IJ01,30385,200,240,136
30,4,2011,Credit,129643,IJ01,30163,6,293.66,200
30,4,2011,Credit,129643,IJ01,45549,2,312.42,240
30,4,2011,Credit,129643,IJ01,41233,20,360,241
30,4,2011,Credit,129643,IJ01,43843,100,480,284
30,4,2011,Credit,129643,IJ01,10520,4,494.3,338
30,4,2011,Credit,129643,IJ01,40749,180,720,428
30,4,2011,Credit,129643,IJ01,10232,10,978.5,637
30,4,2011,Credit,129643,IJ01,40487,2000,1600,866
30,4,2011,Credit,129643,IJ01,10515,15,2932.08,2008
30,4,2011,Credit,129643,IJ01,43698,3000,8700,6790
5,5,2011,Credit,129644,SK11,43240,1,336.6,187
5,5,2011,Credit,129645,IA14,45632,144,11606.4,6662
5,5,2011,Credit,129646,IJ01,43731,300,780,561
5,5,2011,Credit,129646,IJ01,43698,1250,3625,2829
5,5,2011,Credit,129646,IJ01,40276,60,4057.2,2708
5,5,2011,Credit,129647,IJ01,43231,4,383.8,266
5,5,2011,Credit,129647,IJ01,10520,6,741.46,505
5,5,2011,Credit,129647,IJ01,40069,10,1176,826
5,5,2011,Credit,129647,IJ01,10241,8,1321.49,988
5,5,2011,Credit,129647,IJ01,40308,8,1383.2,974
5,5,2011,Credit,129647,IJ01,30163,30,1691.76,1121
5,5,2011,Credit,129647,IJ01,10515,10,1989.07,1363
5,5,2011,Credit,129647,IJ01,10263,13,2821.73,2018
5,5,2011,Credit,129647,IJ01,43236,11,3119.95,2042
5,5,2011,Credit,129647,IJ01,40276,90,6085.8,4061
5,5,2011,Credit,129647,IJ01,40176,129,6826.68,4796
5,5,2011,Credit,129648,IL09,45632,4,334.8,185
5,5,2011,Credit,129648,IL09,45534,12,643.68,440
5,5,2011,Credit,129648,IL09,45114,50,650,380
5,5,2011,Credit,129649,IP03,41699,2,201.6,195
5,5,2011,Credit,129649,IP03,41701,2,250.1,244
5,5,2011,Credit,129649,IP03,43025,6,877.18,852
5,5,2011,Credit,129649,IP03,42576,200,1364,1324
5,5,2011,Credit,129649,IP03,42616,200,1364,1324
5,5,2011,Credit,129649,IP03,45741,400,2624,2548
5,5,2011,Credit,129649,IP03,45740,1040,3858.4,3744
5,5,2011,Credit,129649,IP03,43420,815,4775.9,4637
5,5,2011,Credit,129649,IP03,42572,1051,4834.6,4687
5,5,2011,Credit,129649,IP03,44743,1550,5921,5750
5,5,2011,Credit,129649,IP03,42575,920,6274.4,6090
5,5,2011,Credit,129649,IP03,42573,1855,7605.5,7364
5,5,2011,Credit,129649,IP03,43414,1110,8991,8702
5,5,2011,Credit,129649,IP03,42574,2490,9511.8,9238
5,5,2011,Credit,129649,IP03,43421,2755,10799.6,10497
5,5,2011,Credit,129649,IP03,42776,1610,11382.7,11045
5,5,2011,Credit,129649,IP03,43422,4540,17342.8,16843
5,5,2011,Credit,129649,IP03,44732,4495,17620.4,17126
5,5,2011,Credit,129649,IP03,42777,2760,19513.2,18934
5,5,2011,Credit,129649,IP03,41698,230,25406.03,24663
5,5,2011,Credit,129650,IT08,40412,18,486,354
5,5,2011,Credit,129650,IT08,10005,48,1344,1050
5,5,2011,Credit,129650,IT08,10006,48,1344,1075
5,5,2011,Credit,129650,IT08,10008,48,1344,1079
5,5,2011,Credit,129650,IT08,10010,48,1344,1039
5,5,2011,Credit,129651,IK11,30347,2,192.6,139
5,5,2011,Credit,129651,IK11,44489,10,193.16,143
5,5,2011,Credit,129651,IK11,30054,2,255.6,182
5,5,2011,Credit,129651,IK11,41653,8,259.56,182
5,5,2011,Credit,129651,IK11,45116,40,380,234
5,5,2011,Credit,129652,IJ01,45618,160,143.48,100
5,5,2011,Credit,129652,IJ01,45619,160,155.04,107
5,5,2011,Credit,129652,IJ01,45617,320,292.4,203
5,5,2011,Credit,129652,IJ01,45616,320,295.12,205
5,5,2011,Credit,129652,IJ01,42919,300,445,328
5,5,2011,Credit,129653,IT08,43935,80,136.35,115
5,5,2011,Credit,129653,IT08,45126,80,141.3,115
5,5,2011,Credit,129653,IT08,43938,80,142.65,112
5,5,2011,Credit,129653,IT08,45125,80,143.1,115
5,5,2011,Credit,129653,IT08,10458,2,150.84,105
5,5,2011,Credit,129653,IT08,45150,60,162.9,130
5,5,2011,Credit,129653,IT08,45129,60,164.25,130
5,5,2011,Credit,129653,IT08,45132,60,166.05,132
5,5,2011,Credit,129653,IT08,10606,2,271.2,179
5,5,2011,Credit,129653,IT08,40246,4,312.5,250
5,5,2011,Credit,129653,IT08,40154,75,345,245
5,5,2011,Credit,129653,IT08,40155,75,345,248
5,5,2011,Credit,129653,IT08,40157,75,345,237
5,5,2011,Credit,129653,IT08,40158,75,345,241
5,5,2011,Credit,129653,IT08,10585,8,639.84,425
5,5,2011,Credit,129653,IT08,40152,250,1200,829
6,5,2011,Credit,129654,IY03,45677,6,364.76,282
6,5,2011,Credit,129654,IY03,10034,50,2000,1446
6,5,2011,Credit,129655,IA07,44884,50,125,88
6,5,2011,Credit,129655,IA07,44886,200,500,374
6,5,2011,Credit,129655,IA07,10126,1000,4100,3240
6,5,2011,Credit,129656,SM01,40931,2,130,72
6,5,2011,Credit,129657,IT23,43839,90,925.86,752
6,5,2011,Credit,129657,IT23,43837,24,931,757
6,5,2011,Credit,129657,IT23,44174,42,980.98,786
6,5,2011,Credit,129657,IT23,10394,100,1328.64,1051
6,5,2011,Credit,129657,IT23,45550,10,1428.85,1045
6,5,2011,Credit,129657,IT23,45549,10,1640.82,1199
6,5,2011,Credit,129657,IT23,10401,120,2276.05,1853
6,5,2011,Credit,129657,IT23,10379,400,2595.78,2101
6,5,2011,Credit,129657,IT23,30262,600,2639.63,2152
6,5,2011,Credit,129657,IT23,45553,20,3362.41,2460
6,5,2011,Credit,129657,IT23,45554,20,4762.15,3488
6,5,2011,Credit,129657,IT23,45552,36,6147.54,4499
9,5,2011,Credit,129658,SH14,44241,1,63,33
9,5,2011,Credit,129658,SH14,44237,2,70,38
9,5,2011,Credit,129658,SH14,40911,2,74,41
9,5,2011,Credit,129658,SH14,44238,2,78,45
9,5,2011,Credit,129658,SH14,40912,2,82,48
9,5,2011,Credit,129658,SH14,44239,2,86,50
9,5,2011,Credit,129658,SH14,40913,2,90,54
9,5,2011,Credit,129658,SH14,40476,4,108,83
9,5,2011,Credit,129658,SH14,40931,2,130,72
9,5,2011,Credit,129659,IA14,43461,49,5369,4509
9,5,2011,Credit,129659,IA14,45632,172,13863.2,7957
9,5,2011,Credit,129660,IA09,30274,1,110,78
9,5,2011,Credit,129660,IA09,30273,1,115,84
9,5,2011,Credit,129660,IA09,44039,1,184,127
9,5,2011,Credit,129660,IA09,10126,2000,8100,6480
9,5,2011,Credit,129661,IT09,10458,10,639.72,540
9,5,2011,Credit,129661,IT09,30054,5,767.52,544
9,5,2011,Credit,129662,IT08,41531,1,110,65
9,5,2011,Credit,129663,IZ01,10394,50,670.75,536
10,5,2011,Credit,129664,MR01,45523,4,6871.79,6871.79
10,5,2011,Credit,129664,MR01,40000,14,9565.84,9214
10,5,2011,Credit,129664,MR01,44846,10,12359.67,11906
11,5,2011,Credit,129665,IA15,45580,1,320771.53,320771.53
9,5,2011,Credit,129666,IG01,44064,100,88.88,68
9,5,2011,Credit,129666,IG01,41531,1,105,65
9,5,2011,Credit,129666,IG01,41532,1,105,65
9,5,2011,Credit,129666,IG01,30309,25,115,82
9,5,2011,Credit,129666,IG01,40164,25,115,77
9,5,2011,Credit,129666,IG01,43938,80,138.6,111
9,5,2011,Credit,129666,IG01,40155,50,230,165
9,5,2011,Credit,129666,IG01,40158,50,230,161
9,5,2011,Credit,129666,IG01,40163,50,230,158
9,5,2011,Credit,129666,IG01,40911,8,260,165
9,5,2011,Credit,129666,IG01,45126,160,278.52,230
9,5,2011,Credit,129666,IG01,30244,8,288,181
9,5,2011,Credit,129666,IG01,40912,8,300,191
9,5,2011,Credit,129666,IG01,43698,100,300,226
9,5,2011,Credit,129666,IG01,10247,2,304,189
9,5,2011,Credit,129666,IG01,40766,8,320,205
9,5,2011,Credit,129666,IG01,40913,8,340,217
9,5,2011,Credit,129666,IG01,44782,50,4200,3050
10,5,2011,Credit,129667,SO02,40737,8,194.62,144
12,5,2011,Credit,129668,SS23,43839,30,373.2,249
12,5,2011,Credit,129668,SS23,10379,100,770.7,524
12,5,2011,Credit,129668,SS23,30262,150,808.2,539
12,5,2011,Credit,129668,SS23,10401,64,1440.3,956
12,5,2011,Credit,129669,SL14,10379,100,786,524
10,5,2011,Credit,129670,IK11,40737,64,1647.72,1165
10,5,2011,Credit,129670,IK11,45774,50,3005.98,2291
10,5,2011,Credit,129670,IK11,41331,50,4320,3169
10,5,2011,Credit,129670,IK11,40908,50,4380,3194
10,5,2011,Credit,129670,IK11,45766,20,16715.18,11910
10,5,2011,Credit,129670,IK11,45767,30,27583.3,19945
10,5,2011,Credit,129671,IK06,40728,12,627.84,424
10,5,2011,Credit,129671,IK06,44781,100,8400,6240
10,5,2011,Credit,129671,IK06,45758,100,8400,6339
11,5,2011,Credit,129672,IY03,41207,1,280,114
11,5,2011,Credit,129672,IY03,40737,16,399.6,288
11,5,2011,Credit,129672,IY03,40728,20,1074.24,725
11,5,2011,Credit,129673,IG01,40908,20,1760,1278
11,5,2011,Credit,129673,IG01,44949,30,2664,1946
11,5,2011,Credit,129673,IG01,40774,49,4351.2,3179
11,5,2011,Credit,129673,IG01,41486,100,11000,7935
11,5,2011,Credit,129674,IT23,45314,50,155,122
11,5,2011,Credit,129674,IT23,40487,200,200,87
11,5,2011,Credit,129674,IT23,41302,100,310,249
11,5,2011,Credit,129674,IT23,40154,75,345,245
11,5,2011,Credit,129674,IT23,41303,140,434,359
11,5,2011,Credit,129674,IT23,10228,4,477.36,289
11,5,2011,Credit,129674,IT23,30270,5,605,461
11,5,2011,Credit,129674,IT23,41304,200,620,514
11,5,2011,Credit,129674,IT23,45315,200,620,494
11,5,2011,Credit,129674,IT23,40412,36,972,709
11,5,2011,Credit,129674,IT23,10594,12,1045.44,647
11,5,2011,Credit,129674,IT23,45508,12,1070,734
11,5,2011,Credit,129674,IT23,45554,5,1191.05,872
11,5,2011,Credit,129674,IT23,40724,320,1336.86,846
11,5,2011,Credit,129674,IT23,30347,20,2021.4,1377
11,5,2011,Credit,129674,IT23,10549,10,2398,1438
11,5,2011,Credit,129674,IT23,40070,300,4290,3227
11,5,2011,Credit,129675,IT23,40276,6,405.72,271
11,5,2011,Credit,129675,IT23,45729,80,752,576
11,5,2011,Credit,129675,IT23,45743,130,871,687
11,5,2011,Credit,129675,IT23,45453,105,987,730
11,5,2011,Credit,129675,IT23,45730,105,987,736
11,5,2011,Credit,129675,IT23,41305,15,1069.5,771
11,5,2011,Credit,129675,IT23,41591,201,10528.38,7551
12,5,2011,Credit,129676,IP07,45703,20,640,500
12,5,2011,Credit,129676,IP07,41208,5,1150,554
12,5,2011,Credit,129676,IP07,41536,30,2790,1947
12,5,2011,Credit,129676,IP07,41535,60,5580,3891
12,5,2011,Credit,129676,IP07,41207,40,9200,4569
12,5,2011,Credit,129676,IP07,41534,180,16740,11672
13,5,2011,Credit,129677,IA14,10289,54,2679.2,1943
16,5,2011,Credit,129678,IL09,10379,100,657.25,525
16,5,2011,Credit,129678,IL09,30262,150,672.75,538
16,5,2011,Credit,129679,IT09,41218,1,520,159
16,5,2011,Credit,129680,IT08,40246,4,309.75,248
16,5,2011,Credit,129680,IT08,10458,6,473.76,331
16,5,2011,Credit,129680,IT08,10394,40,542.5,428
16,5,2011,Credit,129680,IT08,30347,6,596.16,410
16,5,2011,Credit,129680,IT08,43837,16,623.75,514
16,5,2011,Credit,129680,IT08,10379,100,657.5,526
16,5,2011,Credit,129680,IT08,43839,70,722.5,578
16,5,2011,Credit,129680,IT08,41015,40,762.48,532
16,5,2011,Credit,129680,IT08,40728,20,1056.6,713
16,5,2011,Credit,129680,IT08,45539,18,1178.06,913
16,5,2011,Credit,129680,IT08,45681,12,1288.8,901
16,5,2011,Credit,129680,IT08,30262,300,1304,1054
16,5,2011,Credit,129680,IT08,40727,120,1721.52,1271
16,5,2011,Credit,129680,IT08,40737,80,2019.24,1441
16,5,2011,Credit,129680,IT08,40726,180,2212.56,1280
19,5,2011,Credit,129681,IT22,43364,100,8991.25,8729
19,5,2011,Credit,129681,IT22,43365,150,12566.25,12201
19,5,2011,Credit,129681,IT22,43363,200,19035,18480
13,5,2011,Credit,129682,IT23,45444,125,387.5,319
13,5,2011,Credit,129682,IT23,43839,50,514.26,419
13,5,2011,Credit,129682,IT23,45314,195,604.5,475
13,5,2011,Credit,129682,IT23,40726,54,664.86,385
13,5,2011,Credit,129682,IT23,10401,40,706.58,582
13,5,2011,Credit,129682,IT23,30053,20,763.56,540
13,5,2011,Credit,129682,IT23,40728,20,1022.4,705
13,5,2011,Credit,129682,IT23,10394,100,1337.7,1072
13,5,2011,Credit,129682,IT23,10458,20,1546.2,1078
13,5,2011,Credit,129682,IT23,41015,80,1553.04,1066
13,5,2011,Credit,129682,IT23,43837,40,1635.87,1328
13,5,2011,Credit,129682,IT23,40727,120,1793.16,1313
13,5,2011,Credit,129682,IT23,40737,80,2042.28,1440
13,5,2011,Credit,129682,IT23,10379,480,3084.06,2515
13,5,2011,Credit,129682,IT23,30262,900,3878.84,3163
13,5,2011,Credit,129682,IT23,41302,5000,15500,12438
14,5,2011,Credit,129683,IT23,45470,24,564,349
14,5,2011,Credit,129683,IT23,45471,30,786,482
14,5,2011,Credit,129683,IT23,45472,20,1120,695
14,5,2011,Credit,129683,IT23,45468,60,1230,758
14,5,2011,Credit,129683,IT23,45469,60,1260,781
14,5,2011,Credit,129683,IT23,45466,120,1272,873
14,5,2011,Credit,129683,IT23,45467,120,1272,872
18,5,2011,Credit,129685,IN04,10034,30,1200,867
18,5,2011,Credit,129686,IC04,41532,1,115,65
18,5,2011,Credit,129686,IC04,41533,1,115,65
18,5,2011,Credit,129686,IC04,41535,1,115,65
18,5,2011,Credit,129686,IC04,41534,3,345,195
18,5,2011,Credit,129686,IC04,40728,8,405.72,282
19,5,2011,Credit,129687,SS23,10313,8,16,8
19,5,2011,Credit,129687,SS23,10321,20,60,29
19,5,2011,Credit,129687,SS23,10341,20,80,39
19,5,2011,Credit,129687,SS23,44489,10,237.12,143
18,5,2011,Credit,129688,IT12,10366,20,138.6,107
18,5,2011,Credit,129688,IT12,10365,20,139.04,108
18,5,2011,Credit,129688,IT12,30239,20,139.48,107
18,5,2011,Credit,129688,IT12,30195,20,146.08,112
18,5,2011,Credit,129688,IT12,44885,100,250,186
18,5,2011,Credit,129688,IT12,45579,100,380,239
18,5,2011,Credit,129688,IT12,42919,300,475,328
18,5,2011,Credit,129688,IT12,45677,9,547.36,423
18,5,2011,Credit,129688,IT12,45370,50,875,679
18,5,2011,Credit,129688,IT12,43838,36,1012,815
18,5,2011,Credit,129688,IT12,44174,60,1481.75,1185
18,5,2011,Credit,129689,IL09,30304,1,184,128
18,5,2011,Credit,129689,IL09,44039,1,184,127
18,5,2011,Credit,129689,IL09,44040,1,184,127
18,5,2011,Credit,129689,IL09,45508,4,360,247
18,5,2011,Credit,129689,IL09,30204,6,369.6,244
18,5,2011,Credit,129689,IL09,43279,40,400,242
18,5,2011,Credit,129689,IL09,43278,200,2000,1207
16,5,2011,Credit,129690,IJ01,40289,3,242.55,172
16,5,2011,Credit,129690,IJ01,10549,2,463.66,287
16,5,2011,Credit,129690,IJ01,45469,30,537,390
16,5,2011,Credit,129690,IJ01,43958,9,824.74,682
16,5,2011,Credit,129690,IJ01,43837,40,1493.87,1247
16,5,2011,Credit,129690,IJ01,10379,500,3173.59,2621
16,5,2011,Credit,129690,IJ01,43838,120,3302.33,2725
16,5,2011,Credit,129690,IJ01,41203,20,4600,2260
16,5,2011,Credit,129690,IJ01,41204,20,4600,2229
16,5,2011,Credit,129690,IJ01,40191,5000,9850,8505
16,5,2011,Credit,129691,IJ01,43839,100,984.46,817
16,5,2011,Credit,129691,IJ01,10401,136,2420.48,1982
16,5,2011,Credit,129691,IJ01,40246,40,2970.07,2464
16,5,2011,Credit,129691,IJ01,44174,150,3522.79,2912
16,5,2011,Credit,129691,IJ01,30262,1200,5098.7,4215
19,5,2011,Credit,129692,IK06,30359,20,1241.2,1081
19,5,2011,Credit,129692,IK06,10008,48,1344,1078
19,5,2011,Credit,129692,IK06,41486,59,6226.5,4682
19,5,2011,Credit,129693,IK11,41202,1,280,105
19,5,2011,Credit,129693,IK11,40737,56,1411.56,1008
19,5,2011,Credit,129693,IK11,44489,110,2156.88,1577
19,5,2011,Credit,129694,IT18,40737,40,1008,720
19,5,2011,Credit,129694,IT18,41653,40,1272.6,892
19,5,2011,Credit,129695,IT25,40176,15,874.8,560
19,5,2011,Credit,129696,IT23,44500,100,96,59
19,5,2011,Credit,129696,IT23,40158,25,115,80
19,5,2011,Credit,129696,IT23,40159,25,115,80
19,5,2011,Credit,129696,IT23,40160,25,115,81
19,5,2011,Credit,129696,IT23,40161,25,115,81
19,5,2011,Credit,129696,IT23,45504,120,115.2,82
19,5,2011,Credit,129696,IT23,40155,50,230,165
19,5,2011,Credit,129696,IT23,45540,4,279.65,210
19,5,2011,Credit,129696,IT23,44496,360,345.6,250
19,5,2011,Credit,129696,IT23,44497,360,345.6,250
19,5,2011,Credit,129696,IT23,40152,75,360,249
19,5,2011,Credit,129696,IT23,10606,4,542.4,358
19,5,2011,Credit,129696,IT23,45550,4,570.72,419
19,5,2011,Credit,129696,IT23,40154,125,575,408
19,5,2011,Credit,129696,IT23,40157,125,575,394
19,5,2011,Credit,129696,IT23,45538,8,662.85,483
19,5,2011,Credit,129696,IT23,45719,8,727.99,526
19,5,2011,Credit,129696,IT23,45537,20,775.8,600
19,5,2011,Credit,129696,IT23,45682,8,776.48,549
19,5,2011,Credit,129696,IT23,45541,12,796.45,596
19,5,2011,Credit,129696,IT23,42919,600,900,655
